country,year,life,income,population,geo,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,UN member since,World bank region,"World bank, 4 income groups 2017","World bank, 3 income groups 2017",UNHCR
Dominican Republic,1826,29.9,787,99900,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1827,29.9,791,102000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1828,29.9,795,103000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1829,29.9,799,105000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1830,29.9,804,107000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1831,29.9,808,109000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1832,29.9,813,110000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1833,29.9,817,112000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1834,29.9,822,114000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1835,29.9,826,116000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1836,29.9,831,118000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1837,29.9,835,120000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1838,29.9,840,122000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1839,29.9,845,124000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1840,29.9,849,126000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1841,29.9,854,128000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1842,29.9,858,130000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1843,29.9,863,132000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1844,29.9,867,134000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1845,29.9,872,137000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1846,29.9,876,139000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1847,29.9,882,141000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1848,29.9,886,144000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1849,29.9,891,147000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1850,29.9,895,150000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1851,29.9,901,154000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1852,29.9,906,158000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1853,29.9,910,162000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1854,29.9,916,166000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1855,29.9,920,170000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1856,29.9,926,174000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1857,29.9,931,179000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1858,29.9,935,184000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1859,29.9,941,188000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1860,29.9,945,193000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1861,29.9,951,198000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1862,29.9,957,203000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1863,29.9,961,208000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1864,29.9,967,214000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1865,29.9,971,219000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1866,29.9,977,225000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1867,29.9,983,231000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1868,29.9,988,236000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1869,29.9,993,243000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1870,30,998,249000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1871,30.1,1000,255000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1872,30.2,1010,262000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1873,30.3,1010,268000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1874,30.4,1020,275000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1875,30.5,1030,282000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1876,30.6,1030,289000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1877,30.7,1040,297000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1878,30.8,1040,304000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1879,30.9,1050,312000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1880,31,1050,320000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1881,31.1,1060,328000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1882,31.2,1070,337000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1883,31.3,1070,345000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1884,31.4,1080,354000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1885,31.5,1080,363000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1886,31.6,1090,373000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1887,31.7,1100,382000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1888,31.8,1100,392000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1889,31.9,1110,402000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1890,32,1110,412000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1891,32.1,1120,423000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1892,32.2,1130,434000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1893,32.3,1130,445000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1894,32.4,1140,456000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1895,32.5,1140,468000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1896,32.6,1150,480000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1897,32.7,1160,492000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1898,32.8,1160,505000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1899,32.9,1170,519000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1900,33,1180,533000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1901,33.1,1180,548000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1902,33.2,1190,565000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1903,33.3,1190,581000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1904,33.4,1200,598000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1905,33.5,1210,616000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1906,33.6,1210,634000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1907,33.7,1220,653000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1908,33.8,1230,671000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1909,33.9,1230,690000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1910,34,1240,708000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1911,34.1,1250,727000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1912,34.2,1250,745000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1913,34.3,1270,763000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1914,34.4,1290,782000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1915,34.5,1310,802000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1916,34.6,1330,822000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1917,22.5,1350,842000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1918,34.8,1380,865000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1919,34.9,1400,890000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1920,35,1410,919000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1921,35.1,1430,950000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1922,35.2,1450,985000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1923,35.3,1470,1020000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1924,35.4,1490,1060000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1925,35.5,1500,1100000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1926,35.6,1520,1140000.0000000002,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1927,35.7,1540,1180000.0000000002,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1928,35.8,1560,1220000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1929,35.9,1570,1260000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1930,36,1590,1300000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1931,36.1,1610,1340000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1932,36.2,1630,1380000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1933,36.3,1640,1420000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1934,36.4,1660,1460000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1935,37.7,1680,1500000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1936,39,1700,1550000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1937,40.3,1710,1590000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1938,41.6,1730,1640000.0000000002,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1939,42.9,1750,1690000.0000000002,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1940,44.2,1760,1740000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1941,45.5,1780,1800000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1942,46.8,1800,1870000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1943,48.1,1810,1930000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1944,49.5,1830,2000000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1945,50.8,1840,2069999.9999999998,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1946,52.1,1860,2140000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1947,53.5,1870,2210000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1948,54.9,1890,2290000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1949,56.2,1900,2360000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1950,57.8,2070,2440000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1951,58.7,2170,2520000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1952,60,2080,2600000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1953,60.8,2130,2690000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1954,60.4,2190,2780000.0000000005,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1955,60.6,2330,2880000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1956,61,2400,2980000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1957,62.1,2450,3080000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1958,61.4,2380,3190000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1959,61.9,2410,3290000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1960,61.8,2310,3409999.9999999995,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1961,63,2640,3520000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1962,63.6,2760,3640000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1963,64.3,2880,3760000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1964,61.6,2470,3880000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1965,64.4,2750,4000000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1966,63.9,2780,4119999.999999999,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1967,63.8,2740,4250000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1968,64.2,2980,4370000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1969,64.9,3230,4500000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1970,65.3,3520,4630000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1971,65.7,3890,4760000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1972,66.3,4290,4880000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1973,66.8,4460,5010000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1974,67.2,4610,5140000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1975,67.6,4840,5280000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1976,68.3,5010,5410000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1977,69.1,5050,5540000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1978,68.4,5200,5670000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1979,69.3,5440,5800000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1980,69.5,5580,5940000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1981,69.7,5610,6070000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1982,69.9,5770,6200000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1983,70,5720,6330000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1984,70.2,5500,6460000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1985,70.7,5600,6600000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1986,70.7,5950,6730000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1987,71.1,5910,6859999.999999999,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1988,71.6,6590,7000000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1989,72,6200,7130000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1990,72.5,6140,7270000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1991,73,6710,7410000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1992,73.2,7070,7550000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1993,73.6,7120,7680000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1994,73.7,7400,7819999.999999999,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1995,73.5,7710,7950000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1996,73.3,8260,8080000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1997,73.2,8670,8209999.999999999,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1998,73.4,9040,8340000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,1999,73.7,9320,8470000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,2000,73.8,9410,8600000,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,2001,73.9,9690,8719999.999999998,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
Dominican Republic,2002,73.5,9430,8850000.000000002,dom,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income,Middle income,Americas
