CourseId,Review,Label,cld2,review_id
machine-learning,It would be helpful to work on a complex programming assignment at the end of the course,4,en,7003
machine-learning,It's wonderful!,5,en,7004
marketing-plan,Perfect course! I recommend it to everybody who want to further deepen their knowledge in digital marketing!!,5,en,7005
exploratory-data-analysis,Nice but basic course.,5,en,7006
data-analytics-for-lean-six-sigma,very useful course.,5,en,7007
money-banking,"While the course presupposes a state and underconceptualizes or rather even ignores the law it still is the go to online course for anyone interested in the phenomenon that probably is as misunderstood as it is often mentioned: money. Specifically ""global money"". Perry has amazing teaching skills, too. You can tell he not only has taught this course a lot of times but he also loves what he's doing and keeps on getting an even better teacher. I've done this course multiple times and will probably keep doing it. There is so much in here to learn and to more deeply understand...",5,en,7008
make-comic-books,Great introduction to what comics are all about.Could be even greater if the famous artists that were interviewed actually demonstrated how they went about their work.,5,en,7009
wireless-communication-technologies,"the instructor was so fluency in English it was a great to have this course with u , thank alot dr.Joung moon",5,en,7010
eportfolio-english,"The View on Mobile app and Desktop is so different. When I posted week two work an old website I'd built populated. I didn't have time to even notice it. It did not meet assignment rubric. And once my classmates reviewed it and moved on I was forced to switch sessions because ""nobody"" was left to grade any resubmissions. That should have been visible in the mobile app. For a week I kept searching for the ""problem"" and the mobile app said all complete, the desktop assignment tab finally revealed my issue.",3,en,7011
learn-chinese,"The course is very useful when provide a basic speaking Chinese for beginners. However, i hope that in the fulture the course can also provide somethings about chinese writing.",4,en,7012
videojuegos-play,Learnt very good tricks about placement of objects. Missed some design patterns or game specific algorithms.,4,en,7013
website-coding,"This course is very good. Well organized, a lot of stuff to learn, great contents.",5,en,7014
introcss,Very good course. I learned a lot!,5,en,7015
wharton-launching-startup,Very informational!,5,en,7016
wharton-quantitative-modeling,I liked the course because of its format and material. Basically it was comprehensive.I did not like the presentation and lack of practical examples. I had to force myself to concentrate at times and search other sources for more detailed insight.,2,en,7017
learning-how-to-learn,Thank you for inspiring me to learn effectively,5,en,7018
speak-english-professionally,Very useful and interesting.,5,en,7019
virtual-school,"No option of completing the course without paying. So why do you call your site FREE online courses? And why do we have to go into the trouble of attending the class and watching the videos, and reading the material without being capable of at least watching our results in assignments?",1,en,7020
marketing-analytics,I loved this course I really learned a lot about digital analytics.,5,en,7021
food-and-health,A very useful course that I recommend to anyone who would like to have a healthier lifestyle.,5,en,7022
journalism,"It was an amazing introduction, and as a graduated journalist this refreshed a lot of things that I use everyday.",5,en,7023
duke-programming-web,All the basics for beginners. Some step by step and some things make you think and research more references. I think that's a great combination.,3,en,7024
addiction-and-the-brain,Enjoyed every minute. Very educative. Thank you.,5,en,7025
grammar-punctuation,i enjoyed taking this mooc. very well structured and straight on the points and details.plenty of practice exercises. i recommend!!!,5,en,7026
machine-learning,"The explanations are clear, concise and useful, always related to real problems.",5,en,7027
data-cleaning,clearly this course gives important lesson. but i think lots of materials are overlaped with previous course. final assignment is really helpful.,4,en,7028
happiness,"Excellent! I was really motivated to follow, I've learnt in enjoyable waya lot important and useful things both for my professional and personal life. Thank you!",5,en,7029
food-and-health,"Simple, powerful, and convincing.Thank you",5,en,7030
horse-care,"Strong, fluid, insightfull and passionate course!",4,en,7031
html-css-javascript-for-web-developers,Excellent course!,5,en,7032
python,I though that this was a very good beginner course to programming. I have had a introductory course for C programming and it was similar. The quality was good and it had many good ways to reinforce the concepts. Although some of the beginning classes were very basic I still learning some concepts that I did not know.,5,en,7033
time-value-money,"This course is very interesting and helpful for people who want to get to know the principles of Finance. Also, the teacher is amazing, because he keeps you entertained making studying materials more effective than just reading them on a book. 5 stars!",5,en,7034
grammar-punctuation,"Very easy to follow. Videos are short but at the same time they deliver the perfect amount of information you need in order to proceed with no further problems. I loved how we review other students projects, the helps everyone to learn and succeed in class.",5,en,7035
importance-of-listening,This is an exceptional course. This course has helped me a lot. A milestone for dummies in social media marketing...,5,en,7036
food-and-health,Extremely interesting course. I feel the material and videos were very easy to absorb and understand. I certainly would recommend this to anyone with an interest in food and how it affects our health.,5,en,7037
together-teacher,"Super Cool, thanks",5,en,7038
time-value-money,"This course was useful and practical. It had essentially real-world application problems. The instructor elucidates every detail, though you may will face much harder problems on the assignments. This what makes the course more interesting and engaging. I also would recommend it to anyone whose future profession somehow is connected to economics/finance/accounting because these are basic skills. You MUST know them!",5,en,7039
exploratory-data-analysis,Really great class that teaches tools you can put to use right away.,5,en,7040
computer-architecture-fundamentals,The audio quality of the lectures could be better. Assignments need to be challenging. Programming assignments in Assembly should be used to evaluate the grade in addition to quizzes.,3,en,7041
user-experience-design,Very useful course that gave a nice insight into the broad area of UX. Very good starting point for further studies.,5,en,7042
calculus1,Thank you Jim. You finally helped me understand the applications behind calculus and you did it in a fun way. Hope to see more courses from you on Coursera!,5,en,7043
human-computer-interaction,"amazing course, it's very useful for my real job.",5,en,7044
data-structures-optimizing-performance,One of the best courses of data structures in the world !,5,en,7045
learning-how-to-learn,Extraordinary!,5,en,7046
machine-learning,I thoroughly enjoyed this course. The lectures are informative and the exercises are a great supplement to the material. My only recommendation to improve the course is to do a little more editing on the videos to shorten them a little bit as I find that the lecturer may be repeating some of his talking points.,5,en,7047
iot-devices,"The course is thorough and well-explained, but the tests' questions and answers are absurdly badly-designed so they become very difficult.",3,en,7048
learning-how-to-learn,"Professor is great, explanations are extremely clear and valuable. Changed all the way i am studying now. Thanks for that very much!",5,en,7049
python,Awesome course sir. Way to go,5,en,7050
principles-of-microeconomics,"very interresting course, I learned a lot.",5,en,7051
qualitative-methods,"Good, but it lacks proper materials to come back to - slides are very heavy and not clear and transcript is missing connections to slides.",3,en,7052
web-frameworks,Thank you for this best lecture.,5,en,7053
pharma-medical-device-innovations,A bit of repetition with module 1 of the Specialization.,3,en,7054
learning-how-to-learn,"It has been one of the most useful courses for me. I had already tried some other approaches to improve my learning time and deal with procrastination, through an online material from Stanford, and some other time I tried using pomodoro, but by itself it was not enough help.However, I find this course was the most useful and interesting for me.",5,en,7055
html-css-javascript-for-web-developers,"A very interesting course in which you can learn HTML, CSS and JavaScript. You don't need a high level to start this course but you can learn a lot.",5,en,7056
javascript,Very good course. Examples are very informative.Thanks,5,en,7057
website-coding,"It's a good introductory course for understanding the basic of HTML,CSS and JS. Examples are well explained and the course delivery was good :) .",5,en,7058
data-science-course,"Great overview. The distinction between statistics and machine learning gets a little fuzzy, but probably because I never took statistics, and have only used machine learning in a limited context. Really enjoyed it, thanks.",5,en,7059
python,It's a fantastic way to learn python! Thanks Chuck and team,5,en,7060
xin-li-xue-sheng-huo,"It's very helpful to what I need.Thanks to this course,I have learned a lot.",5,en,7061
historical-fiction,"Amazing teacher, great course, good balance and variety of books.I hope there's a Part 2, I'd do that in a heartbeat!",5,en,7062
philosophy,it helps me a lot in my studies....upon enrolling this online course it's a big help in my Philosophy subject here in my school. hope that you may continue to help more student like me.,5,en,7063
bioinformatics-methods-1,"I personally found the course very useful. It provides a good overview of some of the most widely used bioinformatic tools nowadays, without being too demanding. That labs are particularly good, and you are able to explore at your own pace but with the necessary guidance. I have a background in molecular and cell biology, so I found it very easy to follow.",5,en,7064
camera-control,"Great fun, learnt a lot, and loved doing the peer-reviewed assignments.",5,en,7065
modern-world-2,"Excellent course! I enjoyed The Modern World, Part One, as well. Professor Zelikow does an exceptional job of summarizing and thoroughly explaining the situations, problems and solutions in events that shaped the world. I appreciate the opportunity to review events I have studied in the past with a renewed perspective through a global lens. Thank you so much, UVA and Professor Zelikow!",5,en,7066
environmental-law,"Very approachable as a student with little law background. The teacher was personable, very informative, and got me excited about the material.",5,en,7067
project-planning,This was a good series for beginners.,3,en,7068
project-management-basics,Good quick start for beginners in Project management. Can be suggested for CAPM preparation,5,en,7069
game-programming,Love this teacher! He makes me smile and feel happy every time i press play next when a video ends. Thanks for the time you invested in this course. :),5,en,7070
finance-for-non-finance-managers,"A solid overview of accounting and finance for the non-financial professional. I have 0 finance and accounting experience, so I valued how broad this course was and I imagine it's a good primer for more in-depth courses.",3,en,7071
client-needs-and-software-requirements,"Excellent material, very useful. I recommend this course 100%",5,en,7072
website-coding,"HTML and CSS classes were great, but JavaScript classes were very confusing and difficult to understand.",2,en,7073
python,"The course gives the very basiс knowledge of Python, but it is very detailed and easy to understand.",5,en,7074
wharton-risk-models,Very interested topic and very useful toolkits were introduced in this course. Highly re,5,en,7075
big-bang,The teacher is really intelligent and professionnal !,5,en,7076
buddhist-meditation,"The course gives multi-dimensional (traditional, scientific, research) perspective about Buddhist philosophy, primarily on meditation. A highly self-contained course, content completeness is remarkable. A systematic description of various type meditations is high appreciated.",5,en,7077
writing-for-children,what I loved better was the possibility of rescheduling the deadlines :-) I work in the peruvian rainforest and sometimes there is no access to internet for a good while,5,en,7078
big-data-introduction,Right kind of introduction for any beginner of Big Data ! The pace of the course is also very good.,5,en,7079
python,It's a great course!! It will introduce you the basics of programming using Python.,5,en,7080
cs-tech-interview,Complete waste of time. I could learn the interview skls anywhere.,1,en,7081
website-coding,This was a fantastic course! I really enjoyed the quizes after every video. It helped me stay focused during videos and provided a good mental break at times.,5,en,7082
design-principles,Very interesting. The assignments test the learning are and more related to what we see around us. It is a test of our perception on interactive design. This is very helpful.,5,en,7083
game-development,Excelent course. I recommend it!!!,5,en,7084
logic-introduction,Great introduction to logic! The course material is explained very well and made easy to understand.,5,en,7085
gis-data,"Great contents, very wel presented and fun to do assignments!",5,en,7086
weight-loss-plan,"Thorough, gives you good tools to make a plan.",4,en,7087
design-principles,Useful stuff!,5,en,7088
learning-how-to-learn,"It was a great course to know about different way to study. In the seccsions, professors showed us plenty skills and tips about how to change our mind to face tough subjects. It was wonderful to know about Diffuse Mode and Zombies inside us, which are helpful for us to really know about our weakness during study. Try this course, you will find it's fun and valuable.",5,en,7089
progfun1,This i believe is a very good introduction into Functional programming. This course was a lot harder to what I initially expected. If you are used to languages like Java or C# you have to completely rethink the way you are used to approach problems. I had to do a lot more extra work and reading and do extra examples to understand some of the new concepts - but it is worth the effort.,4,en,7090
html,"Decent introduction. The code submission auto-checker is became a game of getting formatting (whitespace, returns etc) to match perfectly vs. actually submitting working code.",3,en,7091
decision-making,Loved the fact that we are sharing the PwC expertise internally. Good to see the ocean of knowledge and the excellent te,5,en,7092
learning-how-to-learn,Easy to follow presentation and information offered by a fantastic instructor. Lots of elements that I can apply to my every day life.,5,en,7093
python,amazing for the beginers,5,en,7094
rolling-stones,interesting and fun,5,en,7095
learning-how-to-learn,"It is an amazing course, I totally love it! I'm so happy that i started this course, lifesaver/changer! Thank you!",5,en,7096
digital,"that is awesome course . but , there is not any support from staffs (for example in answering in discussion )",4,en,7097
music-business-foundations,"Great course to gather a holistic view of the industry, clearly explained, engaging, great tutor (awesome stories), perfect for those who want to gain insight into this field.",5,en,7098
grammar-punctuation,"The course is clearly lectured, and I like it very much.",5,en,7099
food-and-health,"I learned so much with the few lectures I've done, I feel better about my eating choices and have integrated what I've learned from this course.",5,en,7100
android-programming,Very good and interesting course for beginning programming Mobile Applications.,5,en,7101
interface-with-arduino,Good hands on elements. A little bit brief on important coding elements.,4,en,7102
machine-learning,"Thanks Andrew Ng for the great course about all Machine Learning basics!It was really interesting to view, listen and after make assignments. Also I really liked explanations of the math theory - it can be understandable even for ones who are not familiar with some advanced math.",5,en,7103
hybrid-mobile-development,Recommended for any learner - I'm in awe of the professor and how he neatly explains everything at a clear pace.,4,en,7104
professional-emails-english,"Not bad. If you have solid English foundation, you should find more senior course.",4,en,7105
learning-how-to-learn,Greta course. I learnt a lots.,5,en,7106
critical-management,One of the best courses I have ever taken. Amazing.,5,en,7107
learn-chinese,Very good for beginners. Focuses on conversational skills without needing to know characters.,5,en,7108
childnutrition,"Nice course about eating suggestions and good recipesIt could be useful giving details on how making a diet for children, with information about calories they need and so on",3,en,7109
plato,An excellent introduction for beginners!,5,en,7110
html-css-javascript-for-web-developers,"This course was great! The instructor was very knowledgeable and incorporated humor into the lessons, which kept me interested in the topic. I found the last section (Javascript) a bit challenging since I had no prior knowledge of the subject, but I was able to follow along enough to get a basic understanding. I definitely recommend this course!",5,en,7111
project-planning,Very helpful and concise introduction.,5,en,7112
international-marketing-entry-execution,Very much interesting & informative course along with a knowledgeable friendly instructor.,5,en,7113
learning-how-to-learn,Thank you for this great course. I have learnt so much from this course and realized what was I doing wrong while trying to learn in the past. Pomodoro technique is making a big difference in my life. Thank you Dr. Barbara Oakley.,5,en,7114
introduction-to-software-product-management,Fantastic course. Really insightful!,5,en,7115
computational-investing,I can't even access the site.,1,en,7116
swift-programming,This course is a great introduction to the Swift language!!,5,en,7117
communication-in-the-workplace,hurry up. we need to finish all the course,5,en,7118
buddhist-meditation,Not well presented at all. Great disappointment.,1,en,7119
learning-how-to-learn,"Very, very useful and interesting. I recommend it to every learner.",5,en,7120
object-oriented-java,Very basic Course. It involves a lot of GUI Concepts which may not be useful for general programmers.,3,en,7121
sustainable-development,This course warrants a certificate. What a shame it does not.,5,en,7122
food-and-health,more scientific evidence would have been useful,3,en,7123
craft-of-setting-and-description,the most informative and most structured out of all Creative Writing Specialization courses so far. Thank you!,5,en,7124
learning-how-to-learn,Totally worth the time you spent following this course. Really liked it. Prof. Oakley and Prof. Synosky made a good job with all the team of LHTL. Thank you for sharing your knowledge,5,en,7125
learning-how-to-learn,I highly recommend this class. I have a problem with being distracted and the techniques help me with this. The course helped me understand how my mind can learn better.,5,en,7126
android-app,The design of the course structure is extremely useful for beginners.,5,en,7127
learning-how-to-learn,"This course is awesome, I considered myself to be a good student, and during this course I learnt that I was a good student because I had discovered various techniques that are taught in this course, I didn't know I knew them and that they were the responsibles for my good grades. I also discovered new techniques that I didn't know, and with them I can now become an excellent student and learner.",5,en,7128
uva-darden-market-analytics,Excellent Course,5,en,7129
html-css-javascript,"If you want to be a web developer and have no knowledge of html and css then you can start from this for sure, the basics are cleared in a very good way and the exercises are hard enough to ue your brain for the exercises.",5,en,7130
database-management,"This course is very well put together with detailed video lectures, many realistic practice example and extensive problem sets. It requires a lot of work but it can be accomplished quickly if you are dedicated. You can quickly acknowledge the value of the course by the amount of work the professors put into creating this course. If you want a course that gives you are complete introduction and detailed development of Databases and Database Modelling incl. MySQL and Oracle. This is the course for you.",5,en,7131
machine-learning,What a treasure trove of learning. I like that the class goes into the math and how machine learning is accomplished.,5,en,7132
ml-foundations,"Excellent course, very charming professors, accessible even for people with limited math/coding backgrounds. Some course material needs to be updated, though.",4,en,7133
learning-how-to-learn,Probably the fist course that one should take when starting his/her learning career with Coursera.,5,en,7134
guitar,A very informative course. I realized that I still got LOTS to learn to things that I love to do. The teacher is great. Teaching made easy. No need to pay expensive sessions. Salute to coursera and Berklee!,5,en,7135
python-databases,"Excellent course , thank you very much for sharing the knowledge",5,en,7136
leadership-collaboration,The course was able to encapsulate most of what you need to learn to achieve effective leadership. It did not only focus on theory but also in pragmatic examples.,5,en,7137
grammar-punctuation,"I loved this course an the instructor. I got my confidence back on my grammar and punctuation, however, need more practice to reach the perfection of my writing. The flexibility to take the courses for free of charge is very much appreciated. Thank you Tamy and UCI for your effort!",5,en,7138
professional-emails,It was so useful to learn about emails/memos! Thank you so much for these course!,5,en,7139
software-security,Very good intro to Software Security...,5,en,7140
financial-engineering-1,Extraordinarily dry presentation. It was a struggle to sit through each video.,1,en,7141
human-computer-interaction,I think this course is great in exploring the basics of HCI and getting people out in the real world completing user-centered design explorations. Great experience taking this course!,5,en,7142
project-planning,Lots of useful information for an aspiring Project Manager,5,en,7143
analytics-tableau,Very engaging course. Great introduction to Tableau and general presentation tips. Real application of data analysis and Tableau with a real data set and problem needing recommendations,5,en,7144
html,Great course!,5,en,7145
creatividad,Such an excelente course :),5,en,7146
python,"Great Course, Professor is great Human being. Thank you sir for such a good course. best course for beginners in programming.",5,en,7147
construction-cost-estimating,Very educative and informative will definitely help in your career.,5,en,7148
moral-politics,"excellant work dont by Dr Ian Shapiro and staff on putting such a mind turning,thought provoking MOOC on a complex and ever controversial subject known as POLITICS!..I hope to see more from them soon",5,en,7149
electronics,Super..Eventhough i am doing PG..I learned a lot through this course.,5,en,7150
duke-programming-web,Good beginning lessons for people who demonstrate an interest! The instructors are passionate and helpful.,5,en,7151
python-data,excellent course. I learned a lot and lectures are wonderful,4,en,7152
ruby-on-rails-intro,Great course for introduction!,5,en,7153
smartphone-emerging-technologies,excellent compilation of related tech specs presented in an easy to understand format.,5,en,7154
cloud-applications-part1,"Coming out from two very good predecessors (C3, parts 1&2), this course is somewhat a disappointment. The contents are too broad without real focused depth, and too much time spent on background info in almost all lectures. There ought to be more hands-on practices, and the assessments should be more challenging towards understanding, rather than matching terms.",2,en,7155
learning-how-to-learn,This was one of the first MOOC's I actually completed because the content was so compelling and Barbara Oakley is such a wonderful teacher! She made everything really fun and interesting and made me want to keep coming back to watch her videos. Highly recommended for ANY student or people interested in the study of learning/education.,5,en,7156
wharton-entrepreneurship-opportunity,Very good content and expert teachers. Overall a very good experience. I expected more articulated assessment though.,4,en,7157
quantitative-methods,"This was a wonderful course. The assignments were thought provoking, the peer review guidelines clear and precise. Really enjoyed it.",5,en,7158
social-impact,very easy to understand and the real life examples made a huge difference in the learning experience,5,en,7159
html,Excellent course and excellent teacher! Congrats to the team!!,5,en,7160
html,"I have taken many courses in HTML/Web Design though none of them are this thorough when it comes to HTML, especially the syntactic, semantics and accessibility. Most of the courses do not ever touch on sections, figure, alt text, special entities, meter, progress tags etc. The instructor was very clear, precise, and definitely knew her stuff.",5,en,7161
r-programming,It is a good overview of R!,5,en,7162
python,"This course is excelent. Professor Charles is amazing explaining, makes programming very easy to understand. Wish I had this course when I started Algoritms in college.",5,en,7163
competitive-strategy,well structured course for every learner.,5,en,7164
python-data,The second part of the Python specialization is a great continuation and helps us in building our knowledge further. Great lectures and the assignments are also fun.,5,en,7165
food-and-health,Great but short!,5,en,7166
teaching-learning,Interesting topics that provide participants opportunities to reflect on the way they teach and how they can make their students the center of a class.,4,en,7167
private-equity,"clear, synthetic",5,en,7168
learning-how-to-learn,Excellent. So informative and applicable that I plan to retake as a refresher.,5,en,7169
crypto,This is a tough course.but teaching is very good.,4,en,7170
python-data-visualization,Overall an outstanding introduction to Python,5,en,7171
managing-talent,Really good summary of TM aspects,5,en,7172
website-coding,Excellent incremental complexity lessons. Great focus on the building blocks.,5,en,7173
food-and-health,Knowledgeableble information covered under the topic.,4,en,7174
machine-learning,"its an unforgettable memory with Andrew, Thank you!!",5,en,7175
craft-of-setting-and-description,good assignments and clear tips and inspirations.,5,en,7176
python,A really great way to be introduced into Python.,5,en,7177
digital-analytics,this course is very nice,5,en,7178
social-imc,"very good practical assignments that help you learn smth new, interesting interviews",5,en,7179
datavisualization,I wish for more hands on work.,4,en,7180
philosophy,I have really enjoyed this course and it has motivated me to learn more. I particularly liked the course as it showed us philosophy itself rather than a reiterated history of philosophy which is usual. It gave us hands on experience of problems and questions being asked.The accompanying book has also been of great value to me. It enabled me to read the lectures before listening to them and will be a useful handbook to keep me in touch with the issues covered. The questions and further reading at the end of each chapter is also of great value to me.A big thank you to all the team. I have been totally absorbed by the course.,5,en,7181
data-cleaning,"Cool course,very useful info",5,en,7182
grammar-punctuation,Excellent explanation!,5,en,7183
kierkegaard,Highly recommended. It's a self-paced course but you'll get more out of it by enabling deadlines to keep you on track.,5,en,7184
html-css-javascript,One of the best professor in the world,5,en,7185
quantitative-methods,Excellent course! I particularly enjoyed the clarity an concrete examples.,5,en,7186
hybrid-mobile-development,Great course with lots of technologies evolved.,5,en,7187
smm-osnovy,Thank you so much for the informative and helpful course!!,5,en,7188
ml-foundations,"Fantastic course. A great, high-level, and gentle introduction to the most important machine learning techniques in use. The professors also co-own a market-leading machine learning company that produces a tool for machine learning practioners and data scientists called GraphLab Create. The tool itself is also fantastic as it not only creates and manages the environment for the Python notebooks and neatly installs Anaconda for you, it takes the guess work out of applying some of the more sophisticated machine learning models.",5,en,7189
learning-how-to-learn,"This was a great course that helped me realize why I was already using a lot of important learning techniques while learning new skills. The material was presented very eloquently, not to mention the subject matter is inherently interesting. It was a great pleasure taking this course and I couldn't recommend this course enough!",5,en,7190
database-management,Excellent course. Sets a complete introductory base for DB management with some theory and examples.,5,en,7191
python-databases,"Great, interesting, engaging.",5,en,7192
game-design,Interesting and playful journey through the first steps of game making. :),5,en,7193
intro-programming,"Very fun, good fundamentals and excellent examples.",5,en,7194
duke-programming-web,"Very good course for beginners, but some of the practical examples could have been done better.For example it would have been nice if the course had taught how to execute JS code directly from a webpage, with or without using CodePen.This is the only reason why it gets 4 stars instead of 5.",4,en,7195
power-electronics,Very informative and i learnt a lot from this course.Thanks to coursera.,5,en,7196
memory-and-movies,"A very useful course, and not just for psychologists. I have a mother that has memory problems, and this course helped me identify her illness and help her in any way I can.Also, as a movie fanatic, it was so much easier to understand the complex ways our mind works through all the great movies our instructor used. Thank you so much for this course!!!",5,en,7197
financial-accounting,"Simple, clear, and well organized.",5,en,7198
probabilistic-graphical-models,Very helpful.,5,en,7199
machine-learning,"Excellent course !Good choice of topics, great explanations, I liked that there are many practical tips.I would have liked: less guided programming exercises (the solution was almost given in the comments in the file to write) and larger (the student has to write only small bits of the overall project).I would also have liked recommended links or reading whenever a proof or an explanation of a mathematical result was skipped. I think the choice of what was skipped as too detailed for an intro was good, but would have been nice to have pointers for students who wanted to explore more.",4,en,7200
python,"The professor is excellent. He's explains things well, and he's very enjoyable to watch. I love his humor!",5,en,7201
learning-how-to-learn,"This was amazing. A lot of practice, a lot of practical ideas. At fist I was a bit prejudices to the lecturers but in a few days I liked them very much. I use this ""focused-diffuse thinking"" approach a lot lately to remember the things I was trying to remember. Also I like additional interviews.",5,en,7202
science-of-meditation,"Outstanding perspectives, excellent insights and an awesome professor.",5,en,7203
machine-learning,"Excellent Course. I am 4 weeks in and the videos are really presented by the professor, the tutorials are very good, and the discussion forums are really helpful. The assignments are challenging and well formulated. I look forward to the rest of the course and to completing it.",5,en,7204
ideas,New ideas! It's really a very interesting course to apply new vision techniques!,5,en,7205
build-a-computer,"Great, very satisfying to understand what's going under the hood of a computer.",5,en,7206
machine-learning,"I like this course very much.I have studied the principles of Machine Learning at the University but I never had the chance to practice my knowledge. This course gave me this opportunity. I enjoyed working with the assignment projects.The course content is clear and the teacher is engaging. You can watch the videos or just take the tests and the assignment if you feel confident. But for me watching all the video made me learn more about the theory behind all the algorithms. It took me back to my undergraduate math preparatory classes when Piskunov's ""Differential and Integral Calculus"" was my bible.",5,en,7207
game-design-document,Great course!,5,en,7208
html-css-javascript-for-web-developers,Excellent Course,5,en,7209
language-theories,Great course to anyone who wants to teach second languages.,5,en,7210
uva-darden-project-management,helped me to get some basic knowledge on Project Management process,3,en,7211
machine-learning,best course ever,5,en,7212
learning-how-to-learn,"I enjoyed this course so much, that I have done it twice!",5,en,7213
python,Perfect for beginner!,5,en,7214
progfun2,"A daily demanding course, which could have benefitted from more time spent in some areas - particular signals. The video explaining a sample Signal implementation was very rushed and provided too little detail on a lot of information that seems to be taken for granted.",3,en,7215
interactive-python-1,Amazing course! I love the projects are designed. One really has to do some practical exercise to improve coding skills,5,en,7216
gis-data,Excellent course. I'm a current master's student and this course was essential to my understanding of Raster GIS. A must for the GIS-oriented professional!,5,en,7217
childnutrition,Very reccomended course if you want to learn the basics of nutrients and begin to change your nutrition habits and those of y,5,en,7218
modpo,"Modern and Contemporary American Poetry is an amazing ten week course which I would recommend to anyone who has an interest in poetry. Al and his team of TA's create a vibrant and fun environment which helped me to develop a greater understanding of poetry.The discussion forums, the interaction between fellow students and Al and the TA's, and the occasional guest Poet really gives a personal touch to the proceedings.The weekly broadcasts were engaging and insightful and I really appreciated the fact that the times of each webcast was staggered to suit the 'ModPo' community worldwide. A really nice touch guys, so thank you from Europe, (does that still include the UK?!) In Ireland we are five hours ahead of Philly time.This is my second year to take the course and I look forward to taking it again.",5,en,7219
negociacao,"very practical, so much relevent!",5,en,7220
uva-darden-design-thinking-innovation,Can we get Ed Hesse to do some classes!! He was my favorite part in a very interesting series on design thinking,5,en,7221
gcp-security,"A bit more of enthusiasm should be used by the speakers, otherwise it's a good overview.",4,en,7222
learning-how-to-learn,For me it is all new concepts about learning & i have started implementing.,5,en,7223
angular-js,"A lot of material for one course. Would appreciate more discussion of package managers, how to find packages that may be useful.",4,en,7224
journalism,Thank you I am very glad to pass this course .. looking forward for other courses,5,en,7225
infrastructure-investing,"Great course, great professor. Good for beginners !",5,en,7226
html-css-javascript,perfect teatcher!,5,en,7227
dog-emotion-and-cognition,excellent course to understanding your dog. Good information about how dogs evolved. 2 thumbs up.,5,en,7228
modern-art-ideas,"Very highlever, i would have enjoyed more technique to understand art",3,en,7229
r-programming,An excellent tuturial invaluable for every analytical scientist!,5,en,7230
python-data,The exercises were interesting and seems more real-world rather than the exercises you may find on some textbooks!,4,en,7231
work-smarter-not-harder,"A nice short course. I would have liked it to go a little more in depth. I don't think it provides more than a simple youtube-search could. However, the lecturer is very appealing and credible. Maybe there should be more in the ""suggested readings"" so people with the interest could add to their knowledge.",3,en,7232
happiness,Excellent course because it is so simply & clearly presented by Prof Raj.. who brings his enthusiasm across well in the videos.. highly recommen,5,en,7233
learning-how-to-learn,"Whether student or teacher, this course is a must. full of easy to learn, valuable insights that will save you time and energy throughout your life. I would have loved to have known this earlier as its applications are useful for both the full time and casual learner.",5,en,7234
learning-how-to-learn,I think this course is wonderful.,5,en,7235
executive-data-science-capstone,An excellent course to learn about data science areas for executives and managers,5,en,7236
gcp-big-data-ml-fundamentals,LOVED but wish it would have been more in depth and less of an overview of other services,3,en,7237
excel-analysis,Useful and clearly presented,5,en,7238
professional-emails-english,I enjoyed this course. The last week was especially interesting and useful for me. Deeper understanding of cultural differences has been my weak point,5,en,7239
python,Very helpful for beginners,5,en,7240
project-planning,Seemed a bit basic.,4,en,7241
competitive-strategy,this is a very informative course...,5,en,7242
speak-english-professionally,The course is great but beginners but not for intermediate and advance learners. I must appreciate Coursera for providing free courses. Thank you,2,en,7243
python,I loved this course and learned so much! It's been a long time since I used it and wanted to take the course again but Coursera doesn't let me retake this course once completed! It's a great course!,5,en,7244
ableton-live,"Great introduction to Ableton 9 for a newcomers. You'll learn basics, but those that are enough to start create music.",5,en,7245
data-cleaning,Its really help me a lot to build up my basic concept and now data wrangling is quit bit easy for me.Thanks :),5,en,7246
web-application-development,"Review of documentation from meteorjs website.Slow and boring course.Last assignment is where something starts to be moving but that's the end of course :(You could dive deep into Subscribe/Publish, what is below meteor(node.js) etc.",2,en,7247
craft-of-plot,"Besides an engaging instructor (Brandon Skyhorse), the modules' content is accessible for nascent writers. Moreover, I enjoy the shop talk series with authors. These lectures cum interviews show a fulfilling, intimate view of writing lives. I feel more confident in my writing and have been a better, more critical reader of others' work, especially my own. I recommend this course to anyone who needs to brush up on their creative writing skills and for those who want to start from a clean slate.",5,en,7248
gcp-security,Excellent topics and course material. Thorough explanation with great examples. Enjoyed the course immensely!,5,en,7249
analytics-tableau,"This is one of the best courses I have ever taken. It is fun and yet, it is very detailed and, yes, it takes a bit more than 2-3 hours per week.You will learn much more than using Tableau. You will learn to ask the right questions and you will also learn how to present your data analytics results to the C-suite or whoever asked for it.I highly recommend this to anyone, beginners and experienced business / data analysts.",5,en,7250
art-of-negotiation,It was a very helpful class to learn strategies to improve performance in a negotiation table.,5,en,7251
work-smarter-not-harder,Loved it. All content was new to me. Super useful. Best teacher ever.I reccommend it 100%!,5,en,7252
learning-how-to-learn,Is perfect if you want to learn new things. You can learn also about our brain works and about how important spleeping is.,5,en,7253
international-law-in-action,This course was very good and i hope to see you in leiden university in summer school. thank you,4,en,7254
mindfulness,"Long and unbalanced course. The first weeks are long with too much materials, that I think, should be separated to more weeks, than last weeks has no any new materials just short discussion prompts. Maybe it is my fault, but I waited for something else, this was my first philosophy and mindfulness course.",3,en,7255
